login,user_url,html_url,repos_url,followers,total_stars,total_forks,total_watchers,languages
slusnys,https://api.github.com/users/slusnys,https://github.com/slusnys,https://api.github.com/users/slusnys/repos,4,0,0,0,"{'C++', 'Emacs Lisp'}"
pwhallinan,https://api.github.com/users/pwhallinan,https://github.com/pwhallinan,https://api.github.com/users/pwhallinan/repos,3,0,0,0,set()
msmith,https://api.github.com/users/msmith,https://github.com/msmith,https://api.github.com/users/msmith/repos,17,16,1,16,"{'Ruby', 'JavaScript', 'Go', 'HTML', 'Haskell', 'Scala'}"
banbh,https://api.github.com/users/banbh,https://github.com/banbh,https://api.github.com/users/banbh/repos,6,0,0,0,"{'Jupyter Notebook', 'JavaScript', 'C#', 'HTML'}"
giom,https://api.github.com/users/giom,https://github.com/giom,https://api.github.com/users/giom/repos,14,117,40,117,"{'Ruby', 'C++', 'C', 'JavaScript', 'Java'}"
easco,https://api.github.com/users/easco,https://github.com/easco,https://api.github.com/users/easco/repos,8,46,14,46,"{'JavaScript', 'Clojure', 'Elixir', 'Elm'}"
justingrammens,https://api.github.com/users/justingrammens,https://github.com/justingrammens,https://api.github.com/users/justingrammens/repos,42,28,13,28,"{'C++', 'C', 'Jupyter Notebook', 'JavaScript', 'Go', 'HTML', 'Python', 'Arduino', 'Groovy', 'CSS', 'Java'}"
duncanmak,https://api.github.com/users/duncanmak,https://github.com/duncanmak,https://api.github.com/users/duncanmak/repos,40,10,0,10,"{'Ruby', 'TypeScript', 'Clojure', 'C#', 'JavaScript', 'HTML', 'F#', 'Emacs Lisp', 'Scheme', 'Python', 'CSS', 'Java'}"
ctshh,https://api.github.com/users/ctshh,https://github.com/ctshh,https://api.github.com/users/ctshh/repos,4,2,0,2,set()
rogerf,https://api.github.com/users/rogerf,https://github.com/rogerf,https://api.github.com/users/rogerf/repos,4,0,0,0,set()
asmith,https://api.github.com/users/asmith,https://github.com/asmith,https://api.github.com/users/asmith/repos,4,0,0,0,set()
dereko,https://api.github.com/users/dereko,https://github.com/dereko,https://api.github.com/users/dereko/repos,4,0,0,0,set()
esmk,https://api.github.com/users/esmk,https://github.com/esmk,https://api.github.com/users/esmk/repos,3,0,0,0,set()
jdimauro,https://api.github.com/users/jdimauro,https://github.com/jdimauro,https://api.github.com/users/jdimauro/repos,20,34,1,34,"{'Ruby', 'C++', 'Shell', 'Arduino', 'Java'}"
nopcoder,https://api.github.com/users/nopcoder,https://github.com/nopcoder,https://api.github.com/users/nopcoder/repos,31,2,0,2,"{'C++', 'C', 'JavaScript', 'Go', 'CoffeeScript', 'Java'}"
peterb,https://api.github.com/users/peterb,https://github.com/peterb,https://api.github.com/users/peterb/repos,17,1,0,1,"{'Ruby', 'Shell'}"
layton,https://api.github.com/users/layton,https://github.com/layton,https://api.github.com/users/layton/repos,18,8,3,8,"{'Ruby', 'Python'}"
dalen,https://api.github.com/users/dalen,https://github.com/dalen,https://api.github.com/users/dalen/repos,118,35,12,35,"{'Ruby', 'TypeScript', 'JavaScript', 'Go', 'Python', 'Elm', 'Puppet', 'Java', 'Rust'}"
tzuryby,https://api.github.com/users/tzuryby,https://github.com/tzuryby,https://api.github.com/users/tzuryby/repos,92,19,7,19,"{'Ruby', 'C++', 'Objective-C', 'JavaScript', 'HTML', 'Go', 'Python', 'Java'}"
tlovett,https://api.github.com/users/tlovett,https://github.com/tlovett,https://api.github.com/users/tlovett/repos,3,0,0,0,"{'Python', 'JavaScript'}"
elskwid,https://api.github.com/users/elskwid,https://github.com/elskwid,https://api.github.com/users/elskwid/repos,105,8,0,8,"{'Ruby', 'JavaScript', 'Emacs Lisp'}"
nikonoid,https://api.github.com/users/nikonoid,https://github.com/nikonoid,https://api.github.com/users/nikonoid/repos,4,0,0,0,{'Ruby'}
qnm,https://api.github.com/users/qnm,https://github.com/qnm,https://api.github.com/users/qnm/repos,85,8,4,8,"{'Ruby', 'Jupyter Notebook', 'Nix', 'JavaScript', 'VimL', 'Emacs Lisp', 'Vim Script'}"
sryashur,https://api.github.com/users/sryashur,https://github.com/sryashur,https://api.github.com/users/sryashur/repos,4,0,0,0,set()
obrie,https://api.github.com/users/obrie,https://github.com/obrie,https://api.github.com/users/obrie/repos,0,56,14,56,"{'Ruby', 'C++', 'Shell'}"
bds,https://api.github.com/users/bds,https://github.com/bds,https://api.github.com/users/bds/repos,37,9,1,9,"{'Ruby', 'JavaScript', 'Shell', 'Crystal'}"
araddon,https://api.github.com/users/araddon,https://github.com/araddon,https://api.github.com/users/araddon/repos,278,3190,321,3190,"{'Thrift', 'JavaScript', 'Go', 'Shell', 'Python', 'Scala'}"
whalesalad,https://api.github.com/users/whalesalad,https://github.com/whalesalad,https://api.github.com/users/whalesalad/repos,58,45,22,45,"{'Ruby', 'PHP', 'C', 'Objective-C', 'Clojure', 'Go', 'Emacs Lisp', 'Shell', 'Python', 'Elixir', 'Crystal'}"
randito,https://api.github.com/users/randito,https://github.com/randito,https://api.github.com/users/randito/repos,7,3,1,3,"{'Ruby', 'Vim script', 'JavaScript', 'HTML', 'Shell', 'Elixir'}"
huanh,https://api.github.com/users/huanh,https://github.com/huanh,https://api.github.com/users/huanh/repos,8,0,0,0,set()
mratliff,https://api.github.com/users/mratliff,https://github.com/mratliff,https://api.github.com/users/mratliff/repos,12,0,0,0,"{'Jupyter Notebook', 'Shell', 'HTML', 'R', 'Elixir', 'Swift'}"
iry,https://api.github.com/users/iry,https://github.com/iry,https://api.github.com/users/iry/repos,4,0,0,0,set()
jaedon,https://api.github.com/users/jaedon,https://github.com/jaedon,https://api.github.com/users/jaedon/repos,1,0,0,0,set()
benbonnet,https://api.github.com/users/benbonnet,https://github.com/benbonnet,https://api.github.com/users/benbonnet/repos,0,0,0,0,"{'Ruby', 'TypeScript'}"
nicedexter,https://api.github.com/users/nicedexter,https://github.com/nicedexter,https://api.github.com/users/nicedexter/repos,37,5,3,5,"{'TypeScript', 'Dockerfile', 'Objective-C', 'Elixir', 'JavaScript', 'HTML', 'Python', 'CSS', 'Swift'}"
Yves-xx,https://api.github.com/users/Yves-xx,https://github.com/Yves-xx,https://api.github.com/users/Yves-xx/repos,3,3,1,3,{'C++'}
jmgarrison,https://api.github.com/users/jmgarrison,https://github.com/jmgarrison,https://api.github.com/users/jmgarrison/repos,19,1,0,1,"{'Ruby', 'Dart', 'CSS', 'Java'}"
Kosmas,https://api.github.com/users/Kosmas,https://github.com/Kosmas,https://api.github.com/users/Kosmas/repos,43,6,2,6,"{'Ruby', 'CSS', 'JavaScript', 'HTML', 'Shell', 'Go', 'Elixir'}"
arex,https://api.github.com/users/arex,https://github.com/arex,https://api.github.com/users/arex/repos,2,0,0,0,set()
boaglio,https://api.github.com/users/boaglio,https://github.com/boaglio,https://api.github.com/users/boaglio/repos,321,23,9,23,"{'Jupyter Notebook', 'JavaScript', 'HTML', 'Shell', 'Python', 'Scala', 'Java'}"
taguchi,https://api.github.com/users/taguchi,https://github.com/taguchi,https://api.github.com/users/taguchi/repos,62,22,5,22,"{'PHP', 'HTML'}"
slater,https://api.github.com/users/slater,https://github.com/slater,https://api.github.com/users/slater/repos,19,2,0,2,"{'PHP', 'C++', 'Xtend', 'Python'}"
michaelee,https://api.github.com/users/michaelee,https://github.com/michaelee,https://api.github.com/users/michaelee/repos,62,10,3,10,"{'Ruby', 'C', 'Objective-C', 'Clojure', 'JavaScript', 'VimL', 'HTML', 'Java'}"
mech,https://api.github.com/users/mech,https://github.com/mech,https://api.github.com/users/mech/repos,23,66,26,66,"{'Ruby', 'Vim Script', 'JavaScript'}"
niftypixels,https://api.github.com/users/niftypixels,https://github.com/niftypixels,https://api.github.com/users/niftypixels/repos,10,4,0,4,"{'JavaScript', 'HTML'}"
timloo0710,https://api.github.com/users/timloo0710,https://github.com/timloo0710,https://api.github.com/users/timloo0710/repos,7,8,1,8,"{'PHP', 'Ruby', 'TypeScript', 'JavaScript', 'HTML', 'Shell', 'Python', 'Lua', 'CSS', 'Java'}"
admin27stars,https://api.github.com/users/admin27stars,https://github.com/admin27stars,https://api.github.com/users/admin27stars/repos,4,0,0,0,set()
apldx,https://api.github.com/users/apldx,https://github.com/apldx,https://api.github.com/users/apldx/repos,6,4,3,4,"{'C', 'TypeScript', 'Dockerfile', 'JavaScript', 'Python', 'R', 'CSS'}"
markoa,https://api.github.com/users/markoa,https://github.com/markoa,https://api.github.com/users/markoa/repos,81,10,5,10,"{'Ruby', 'C++', 'Dockerfile', 'Elixir', 'JavaScript', 'M4', 'Python', 'Vim Script', 'Makefile'}"
vyache,https://api.github.com/users/vyache,https://github.com/vyache,https://api.github.com/users/vyache/repos,4,2,1,2,{'Ruby'}
toddsimmer,https://api.github.com/users/toddsimmer,https://github.com/toddsimmer,https://api.github.com/users/toddsimmer/repos,4,0,0,0,set()
morimasa,https://api.github.com/users/morimasa,https://github.com/morimasa,https://api.github.com/users/morimasa/repos,6,4,0,4,"{'Python', 'JavaScript'}"
inz,https://api.github.com/users/inz,https://github.com/inz,https://api.github.com/users/inz/repos,6,2,0,2,"{'Ruby', 'Python', 'Perl', 'Dockerfile'}"
danengle,https://api.github.com/users/danengle,https://github.com/danengle,https://api.github.com/users/danengle/repos,20,25,0,25,"{'Ruby', 'JavaScript', 'Shell', 'Go', 'CoffeeScript', 'Lua'}"
joenoon,https://api.github.com/users/joenoon,https://github.com/joenoon,https://api.github.com/users/joenoon/repos,28,44,24,44,"{'Ruby', 'TypeScript', 'Objective-C', 'JavaScript', 'Shell', 'Elixir'}"
jshadyjlo,https://api.github.com/users/jshadyjlo,https://github.com/jshadyjlo,https://api.github.com/users/jshadyjlo/repos,2,0,0,0,set()
rossmeissl,https://api.github.com/users/rossmeissl,https://github.com/rossmeissl,https://api.github.com/users/rossmeissl/repos,31,136,27,136,"{'Ruby', 'TypeScript', 'JavaScript', 'Shell', 'CSS'}"
captainpete,https://api.github.com/users/captainpete,https://github.com/captainpete,https://api.github.com/users/captainpete/repos,48,12,5,12,"{'Ruby', 'PHP', 'C++', 'Jupyter Notebook', 'Perl', 'Eagle', 'Go', 'Shell', 'CoffeeScript', 'R', 'CSS', 'Haskell', 'SCSS', 'Crystal'}"
jr,https://api.github.com/users/jr,https://github.com/jr,https://api.github.com/users/jr/repos,13,7,2,7,"{'Ruby', 'Objective-C', 'JavaScript', 'Shell', 'Perl', 'Java'}"
aran,https://api.github.com/users/aran,https://github.com/aran,https://api.github.com/users/aran/repos,16,1,0,1,"{'C++', 'C', 'Dart', 'JavaScript', 'Go', 'Python', 'Starlark', 'Rust'}"
TheIdeaMan,https://api.github.com/users/TheIdeaMan,https://github.com/TheIdeaMan,https://api.github.com/users/TheIdeaMan/repos,8,5,0,5,{'PHP'}
kosteks,https://api.github.com/users/kosteks,https://github.com/kosteks,https://api.github.com/users/kosteks/repos,4,0,0,0,set()
tclarke,https://api.github.com/users/tclarke,https://github.com/tclarke,https://api.github.com/users/tclarke/repos,24,32,11,32,"{'C++', 'C', 'Dockerfile', 'JavaScript', 'Go', 'Makefile', 'Shell', 'HTML', 'Python', 'CMake', 'Rust'}"
mattt,https://api.github.com/users/mattt,https://github.com/mattt,https://api.github.com/users/mattt/repos,17982,6716,518,6716,"{'Ruby', 'TypeScript', 'Objective-C', 'JavaScript', 'Shell', 'Python', 'Swift'}"
gleb,https://api.github.com/users/gleb,https://github.com/gleb,https://api.github.com/users/gleb/repos,12,2,0,2,"{'Ruby', 'Jupyter Notebook', 'Elixir', 'Emacs Lisp', 'Perl', 'Java'}"
heedley,https://api.github.com/users/heedley,https://github.com/heedley,https://api.github.com/users/heedley/repos,15,27,7,27,"{'Ruby', 'C', 'C#', 'Shell', 'Python', 'ActionScript'}"
gdeglin,https://api.github.com/users/gdeglin,https://github.com/gdeglin,https://api.github.com/users/gdeglin/repos,64,23,5,23,"{'Ruby', 'PHP', 'Objective-C', 'JavaScript', 'HTML', 'Lua', 'CSS'}"
smulube,https://api.github.com/users/smulube,https://github.com/smulube,https://api.github.com/users/smulube/repos,29,11,6,11,"{'Ruby', 'Dockerfile', 'Objective-C', 'Elixir', 'JavaScript', 'HTML', 'Go', 'Python', 'Arduino', 'CSS'}"
sholden,https://api.github.com/users/sholden,https://github.com/sholden,https://api.github.com/users/sholden/repos,11,10,0,10,"{'Ruby', 'JavaScript'}"
kevinwong,https://api.github.com/users/kevinwong,https://github.com/kevinwong,https://api.github.com/users/kevinwong/repos,4,0,0,0,{'Emacs Lisp'}
timheuer,https://api.github.com/users/timheuer,https://github.com/timheuer,https://api.github.com/users/timheuer/repos,445,585,151,585,"{'TypeScript', 'CSS', 'C#', 'JavaScript', 'Go', 'PowerShell'}"
slapin,https://api.github.com/users/slapin,https://github.com/slapin,https://api.github.com/users/slapin/repos,27,31,3,31,"{'C++', 'C', 'GDScript', 'Shell', 'Python', 'Assembly', 'ActionScript', 'Prolog'}"
wrightmight,https://api.github.com/users/wrightmight,https://github.com/wrightmight,https://api.github.com/users/wrightmight/repos,2,0,0,0,set()
npanj,https://api.github.com/users/npanj,https://github.com/npanj,https://api.github.com/users/npanj/repos,11,1,1,1,"{'Ruby', 'Python', 'JavaScript', 'Scala'}"
tonkla,https://api.github.com/users/tonkla,https://github.com/tonkla,https://api.github.com/users/tonkla/repos,29,8,11,8,"{'Ruby', 'TypeScript', 'JavaScript', 'HTML', 'Go', 'Shell', 'MQL4', 'CSS', 'Crystal'}"
adamritzel,https://api.github.com/users/adamritzel,https://github.com/adamritzel,https://api.github.com/users/adamritzel/repos,15,0,1,0,{'Objective-C'}
aguinelo,https://api.github.com/users/aguinelo,https://github.com/aguinelo,https://api.github.com/users/aguinelo/repos,13,1,0,1,"{'PHP', 'C++', 'TypeScript', 'Dockerfile', 'Clojure', 'JavaScript', 'Go', 'Python'}"
vijayta,https://api.github.com/users/vijayta,https://github.com/vijayta,https://api.github.com/users/vijayta/repos,6,4,0,4,"{'Ruby', 'JavaScript', 'CSS'}"
gabrielmarcondes,https://api.github.com/users/gabrielmarcondes,https://github.com/gabrielmarcondes,https://api.github.com/users/gabrielmarcondes/repos,23,2,0,2,"{'Python', 'HTML', 'Jupyter Notebook', 'Go'}"
drwxr,https://api.github.com/users/drwxr,https://github.com/drwxr,https://api.github.com/users/drwxr/repos,3,0,0,0,set()
giuliapo,https://api.github.com/users/giuliapo,https://github.com/giuliapo,https://api.github.com/users/giuliapo/repos,7,0,0,0,set()
jhaynie,https://api.github.com/users/jhaynie,https://github.com/jhaynie,https://api.github.com/users/jhaynie/repos,397,36,5,36,"{'TypeScript', 'Dockerfile', 'JavaScript', 'Go', 'Shell', 'CSS'}"
federicomenaquintero,https://api.github.com/users/federicomenaquintero,https://github.com/federicomenaquintero,https://api.github.com/users/federicomenaquintero/repos,139,1,1,1,"{'C', 'Shell', 'Rust', 'CSS'}"
rfloriano,https://api.github.com/users/rfloriano,https://github.com/rfloriano,https://api.github.com/users/rfloriano/repos,71,8,4,8,"{'Ruby', 'C', 'JavaScript', 'Shell', 'Go', 'Python', 'CoffeeScript'}"
kbavier,https://api.github.com/users/kbavier,https://github.com/kbavier,https://api.github.com/users/kbavier/repos,4,0,0,0,set()
smbruce,https://api.github.com/users/smbruce,https://github.com/smbruce,https://api.github.com/users/smbruce/repos,3,0,0,0,set()
rpetersen,https://api.github.com/users/rpetersen,https://github.com/rpetersen,https://api.github.com/users/rpetersen/repos,4,0,0,0,set()
nisith,https://api.github.com/users/nisith,https://github.com/nisith,https://api.github.com/users/nisith/repos,4,0,0,0,set()
mehmet,https://api.github.com/users/mehmet,https://github.com/mehmet,https://api.github.com/users/mehmet/repos,10,0,0,0,set()
binnyva,https://api.github.com/users/binnyva,https://github.com/binnyva,https://api.github.com/users/binnyva/repos,81,166,50,166,"{'PHP', 'JavaScript', 'Vue', 'Python', 'CSS', 'SCSS'}"
zaratustra,https://api.github.com/users/zaratustra,https://github.com/zaratustra,https://api.github.com/users/zaratustra/repos,5,3,0,3,set()
jcromartie,https://api.github.com/users/jcromartie,https://github.com/jcromartie,https://api.github.com/users/jcromartie/repos,19,58,10,58,"{'Ruby', 'Objective-C', 'Clojure', 'JavaScript', 'Shell', 'Emacs Lisp', 'Groovy', 'ActionScript', 'CSS'}"
xman,https://api.github.com/users/xman,https://github.com/xman,https://api.github.com/users/xman/repos,50,109,23,109,"{'Ruby', 'C++', 'C', 'Shell', 'Python', 'Java'}"
matthewfallshaw,https://api.github.com/users/matthewfallshaw,https://github.com/matthewfallshaw,https://api.github.com/users/matthewfallshaw/repos,37,24,7,24,"{'Ruby', 'G-code', 'Vim script', 'OpenSCAD', 'TypeScript', 'CSS', 'JavaScript', 'AppleScript', 'Shell', 'Python', 'Lua', 'Puppet'}"
kykim,https://api.github.com/users/kykim,https://github.com/kykim,https://api.github.com/users/kykim/repos,29,150,21,150,"{'Ruby', 'C', 'Objective-C', 'JavaScript', 'Go', 'Emacs Lisp', 'Python', 'Haskell', 'Java', 'Swift'}"
yenif,https://api.github.com/users/yenif,https://github.com/yenif,https://api.github.com/users/yenif/repos,9,27,4,27,"{'Ruby', 'Jupyter Notebook', 'JavaScript', 'Go', 'Shell', 'Python', 'CoffeeScript'}"
paradoxbound,https://api.github.com/users/paradoxbound,https://github.com/paradoxbound,https://api.github.com/users/paradoxbound/repos,3,7,7,7,"{'Ruby', 'PHP', 'TypeScript', 'JavaScript', 'C#', 'Shell', 'HTML', 'Python', 'CSS'}"
MatrixSmythe,https://api.github.com/users/MatrixSmythe,https://github.com/MatrixSmythe,https://api.github.com/users/MatrixSmythe/repos,4,29,3,29,"{'C++', 'C#'}"
hvammen,https://api.github.com/users/hvammen,https://github.com/hvammen,https://api.github.com/users/hvammen/repos,3,7,2,7,"{'Ruby', 'Shell'}"
jstehle,https://api.github.com/users/jstehle,https://github.com/jstehle,https://api.github.com/users/jstehle/repos,3,0,0,0,set()
hyfen,https://api.github.com/users/hyfen,https://github.com/hyfen,https://api.github.com/users/hyfen/repos,172,78,19,78,"{'Ruby', 'TypeScript', 'JavaScript', 'Go', 'Python', 'Swift'}"
davidkellis,https://api.github.com/users/davidkellis,https://github.com/davidkellis,https://api.github.com/users/davidkellis/repos,36,26,2,26,"{'Ruby', 'Clojure', 'JavaScript', 'Go', 'Arduino', 'ANTLR', 'CSS', 'Crystal'}"
